AÑO;MES;PAIS_ORIGEN;CCAA;PROVINCIA;INIDICE_PERCEPCION_TURISTICA_GLOBAL;INDICE_SATISFACCION_PRODUCTOS_TURISTICOS;INDICE_PERCEPCION_SEGURIDAD;INDICE_PERCEPCION_CLIMATICA
2021;9;Suecia;Andalucía;Sevilla;77,59;65,8;100,0;100,0
2021;9;Total;Andalucía;Sevilla;80,55;64,78;93,05;88,36
2021;10;Alemania;Andalucía;Sevilla;87,9;65,85;100,0;100,0
2021;10;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2021;10;España;Andalucía;Sevilla;78,9;59,39;95,27;84,14
2021;10;Estados Unidos de América;Andalucía;Sevilla;97,45;89,41;100,0;100,0
2021;10;Francia;Andalucía;Sevilla;67,19;73,27;100,0;100,0
2021;10;Italia;Andalucía;Sevilla;88,45;78,0;100,0;100,0
2021;10;Noruega;Andalucía;Sevilla;;;100,0;100,0
2021;10;Portugal;Andalucía;Sevilla;;;100,0;100,0
2021;10;Reino Unido;Andalucía;Sevilla;80,05;72,44;84,88;100,0
2021;10;Suecia;Andalucía;Sevilla;;;100,0;100,0
2021;10;Total;Andalucía;Sevilla;78,73;61,14;92,83;89,59
2021;11;Alemania;Andalucía;Sevilla;75,56;65,42;100,0;100,0
2021;11;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2021;11;España;Andalucía;Sevilla;73,17;73,23;90,29;90,36
2021;11;Estados Unidos de América;Andalucía;Sevilla;95,14;89,41;100,0;100,0
2021;11;Francia;Andalucía;Sevilla;75,57;71,05;100,0;100,0
2021;11;Italia;Andalucía;Sevilla;80,77;66,81;100,0;100,0
2021;11;Noruega;Andalucía;Sevilla;;;100,0;100,0
2021;11;Portugal;Andalucía;Sevilla;68,99;65,8;100,0;100,0
2021;11;Reino Unido;Andalucía;Sevilla;85,9;75,95;100,0;84,38
2021;11;Suecia;Andalucía;Sevilla;54,34;65,8;100,0;100,0
2021;11;Total;Andalucía;Sevilla;73,02;60,61;91,67;92,96
2021;12;Alemania;Andalucía;Sevilla;66,77;39,2;100,0;100,0
2021;12;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2021;12;España;Andalucía;Sevilla;81,23;71,77;87,23;90,04
2021;12;Estados Unidos de América;Andalucía;Sevilla;77,38;28,9;100,0;100,0
2021;12;Francia;Andalucía;Sevilla;78,21;73,75;93,49;80,62
2021;12;Italia;Andalucía;Sevilla;91,4;73,14;100,0;100,0
2021;12;Noruega;Andalucía;Sevilla;;;100,0;100,0
2021;12;Portugal;Andalucía;Sevilla;65,87;72,3;100,0;100,0
2021;12;Reino Unido;Andalucía;Sevilla;84,47;78,35;82,52;100,0
2021;12;Suecia;Andalucía;Sevilla;58,59;65,8;100,0;100,0
2021;12;Total;Andalucía;Sevilla;82,58;71,01;91,58;88,48
2022;1;Alemania;Andalucía;Sevilla;89,48;73,87;100,0;100,0
2022;1;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2022;1;España;Andalucía;Sevilla;84,24;62,29;90,97;94,62
2022;1;Estados Unidos de América;Andalucía;Sevilla;59,33;40,47;100,0;100,0
2022;1;Francia;Andalucía;Sevilla;74,42;75,04;91,65;81,34
2022;1;Italia;Andalucía;Sevilla;84,61;75,8;90,35;85,63
2022;1;Noruega;Andalucía;Sevilla;70,5;77,6;100,0;100,0
2022;1;Portugal;Andalucía;Sevilla;80,57;76,43;100,0;100,0
2022;1;Reino Unido;Andalucía;Sevilla;86,79;75,3;84,53;94,24
2022;1;Suecia;Andalucía;Sevilla;80,09;65,8;100,0;100,0
2022;1;Total;Andalucía;Sevilla;85,47;68,36;92,84;94,67
2022;2;Alemania;Andalucía;Sevilla;80,56;71,56;100,0;100,0
2022;2;Dinamarca;Andalucía;Sevilla;95,8;84,8;100,0;100,0
2022;2;España;Andalucía;Sevilla;81,52;66,84;88,64;91,54
2022;2;Estados Unidos de América;Andalucía;Sevilla;90,24;73,86;100,0;100,0
2022;2;Francia;Andalucía;Sevilla;81,31;78,77;100,0;100,0
2022;2;Italia;Andalucía;Sevilla;97,44;73,27;100,0;100,0
2022;2;Noruega;Andalucía;Sevilla;92,12;65,8;100,0;100,0
2022;2;Portugal;Andalucía;Sevilla;72,82;77,57;100,0;100,0
2022;2;Reino Unido;Andalucía;Sevilla;85,77;73,21;95,65;93,52
2022;2;Suecia;Andalucía;Sevilla;84,9;66,77;100,0;100,0
2022;2;Total;Andalucía;Sevilla;83,87;69,02;92,36;93,66
2022;3;Alemania;Andalucía;Sevilla;73,56;46,32;100,0;100,0
2022;3;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2022;3;España;Andalucía;Sevilla;73,33;52,61;94,16;82,6
2022;3;Estados Unidos de América;Andalucía;Sevilla;85,56;74,39;100,0;100,0
2022;3;Francia;Andalucía;Sevilla;70,08;70,33;87,47;100,0
2022;3;Italia;Andalucía;Sevilla;73,42;47,96;100,0;100,0
2022;3;Noruega;Andalucía;Sevilla;80,53;65,8;100,0;100,0
2022;3;Portugal;Andalucía;Sevilla;;;100,0;100,0
2022;3;Reino Unido;Andalucía;Sevilla;81,67;70,92;96,13;94,24
2022;3;Suecia;Andalucía;Sevilla;81,65;65,8;100,0;100,0
2022;3;Total;Andalucía;Sevilla;77,23;68,65;93,98;79,37
2022;4;Alemania;Andalucía;Sevilla;67,25;73,93;100,0;100,0
2022;4;Dinamarca;Andalucía;Sevilla;80,06;65,8;100,0;100,0
2022;4;España;Andalucía;Sevilla;72,02;55,46;87,77;91,65
2022;4;Estados Unidos de América;Andalucía;Sevilla;67,2;40,46;100,0;100,0
2022;4;Francia;Andalucía;Sevilla;66,94;75,18;100,0;79,17
2022;4;Italia;Andalucía;Sevilla;75,34;51,87;100,0;100,0
2022;4;Noruega;Andalucía;Sevilla;;;100,0;100,0
2022;4;Portugal;Andalucía;Sevilla;60,6;79,85;100,0;100,0
2022;4;Reino Unido;Andalucía;Sevilla;87,38;75,28;93,54;100,0
2022;4;Suecia;Andalucía;Sevilla;69,78;65,8;100,0;100,0
2022;4;Total;Andalucía;Sevilla;76,08;69,1;93,29;85,09
2022;5;Alemania;Andalucía;Sevilla;75,92;73,21;100,0;100,0
2022;5;Dinamarca;Andalucía;Sevilla;56,42;65,8;100,0;100,0
2022;5;España;Andalucía;Sevilla;70,58;48,78;87,8;91,92
2022;5;Estados Unidos de América;Andalucía;Sevilla;83,68;76,31;100,0;100,0
2022;5;Francia;Andalucía;Sevilla;70,24;76,85;100,0;100,0
2022;5;Italia;Andalucía;Sevilla;77,91;67,71;100,0;100,0
2022;5;Noruega;Andalucía;Sevilla;76,81;81,54;100,0;100,0
2022;5;Portugal;Andalucía;Sevilla;65,11;73,13;100,0;100,0
2022;5;Reino Unido;Andalucía;Sevilla;82,21;63,82;98,75;96,28
2022;5;Suecia;Andalucía;Sevilla;59,14;65,8;100,0;100,0
2022;5;Total;Andalucía;Sevilla;78,86;71,16;95,13;90,24
2022;6;Alemania;Andalucía;Sevilla;85,87;77,6;100,0;100,0
2022;6;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2022;6;España;Andalucía;Sevilla;73,74;50,38;84,66;91,06
2022;6;Estados Unidos de América;Andalucía;Sevilla;;;100,0;100,0
2022;6;Francia;Andalucía;Sevilla;79,9;77,97;100,0;100,0
2022;6;Italia;Andalucía;Sevilla;87,29;71,7;100,0;100,0
2022;6;Noruega;Andalucía;Sevilla;;;100,0;100,0
2022;6;Portugal;Andalucía;Sevilla;78,24;65,8;100,0;100,0
2022;6;Reino Unido;Andalucía;Sevilla;84,78;73,77;91,93;100,0
2022;6;Suecia;Andalucía;Sevilla;69,89;65,8;100,0;100,0
2022;6;Total;Andalucía;Sevilla;83,88;63,42;95,21;94,6
2022;7;Alemania;Andalucía;Sevilla;76,83;43,87;100,0;100,0
2022;7;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2022;7;España;Andalucía;Sevilla;80,11;48,47;93,21;98,55
2022;7;Estados Unidos de América;Andalucía;Sevilla;;;100,0;100,0
2022;7;Francia;Andalucía;Sevilla;85,59;74,06;100,0;100,0
2022;7;Italia;Andalucía;Sevilla;95,77;65,8;100,0;100,0
2022;7;Noruega;Andalucía;Sevilla;;;100,0;100,0
2022;7;Portugal;Andalucía;Sevilla;;;100,0;100,0
2022;7;Reino Unido;Andalucía;Sevilla;90,56;75,84;100,0;89,13
2022;7;Suecia;Andalucía;Sevilla;;;100,0;100,0
2022;7;Total;Andalucía;Sevilla;90,18;67,18;93,07;94,67
2022;8;Alemania;Andalucía;Sevilla;91,71;70,94;100,0;100,0
2022;8;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2022;8;España;Andalucía;Sevilla;79,88;54,34;85,97;94,43
2022;8;Estados Unidos de América;Andalucía;Sevilla;91,91;81,54;100,0;100,0
2022;8;Francia;Andalucía;Sevilla;86,77;75,02;100,0;100,0
2022;8;Italia;Andalucía;Sevilla;100,0;77,77;100,0;100,0
2022;8;Noruega;Andalucía;Sevilla;;;100,0;100,0
2022;8;Portugal;Andalucía;Sevilla;80,09;66,81;100,0;100,0
2022;8;Reino Unido;Andalucía;Sevilla;85,81;49,33;91,93;87,98
2022;8;Suecia;Andalucía;Sevilla;;;100,0;100,0
2022;8;Total;Andalucía;Sevilla;89,99;68,29;94,2;93,95
2022;9;Alemania;Andalucía;Sevilla;95,2;78,97;100,0;100,0
2022;9;Dinamarca;Andalucía;Sevilla;91,73;65,85;100,0;100,0
2022;9;España;Andalucía;Sevilla;75,88;56,42;92,63;88,18
2022;9;Estados Unidos de América;Andalucía;Sevilla;81,3;27,71;100,0;100,0
2022;9;Francia;Andalucía;Sevilla;66,91;11,82;100,0;100,0
2022;9;Italia;Andalucía;Sevilla;95,51;74,06;100,0;100,0
2022;9;Noruega;Andalucía;Sevilla;100,0;77,6;100,0;100,0
2022;9;Portugal;Andalucía;Sevilla;76,29;65,8;100,0;100,0
2022;9;Reino Unido;Andalucía;Sevilla;83,69;69,48;73,5;86,84
2022;9;Suecia;Andalucía;Sevilla;72,51;65,8;100,0;100,0
2022;9;Total;Andalucía;Sevilla;85,87;65,61;95,33;91,95
2022;10;Alemania;Andalucía;Sevilla;65,75;28,9;100,0;100,0
2022;10;Dinamarca;Andalucía;Sevilla;88,76;71,72;100,0;100,0
2022;10;España;Andalucía;Sevilla;69,78;49,58;83,84;84,18
2022;10;Estados Unidos de América;Andalucía;Sevilla;93,88;72,65;100,0;100,0
2022;10;Francia;Andalucía;Sevilla;70,77;55,77;100,0;100,0
2022;10;Italia;Andalucía;Sevilla;66,31;19,02;86,01;100,0
2022;10;Noruega;Andalucía;Sevilla;58,69;;100,0;100,0
2022;10;Portugal;Andalucía;Sevilla;81,01;74,05;100,0;100,0
2022;10;Reino Unido;Andalucía;Sevilla;82,96;44,86;94,42;95,85
2022;10;Suecia;Andalucía;Sevilla;83,59;65,8;100,0;100,0
2022;10;Total;Andalucía;Sevilla;84,37;64,46;91,1;90,52
2022;11;Alemania;Andalucía;Sevilla;71,4;28,74;100,0;100,0
2022;11;Dinamarca;Andalucía;Sevilla;91,57;65,8;100,0;100,0
2022;11;España;Andalucía;Sevilla;75,85;54,11;77,38;89,63
2022;11;Estados Unidos de América;Andalucía;Sevilla;95,77;72,85;94,88;92,38
2022;11;Francia;Andalucía;Sevilla;71,75;69,84;77,92;67,11
2022;11;Italia;Andalucía;Sevilla;69,88;25,68;100,0;100,0
2022;11;Noruega;Andalucía;Sevilla;67,01;65,8;100,0;100,0
2022;11;Portugal;Andalucía;Sevilla;89,19;65,8;100,0;100,0
2022;11;Reino Unido;Andalucía;Sevilla;90,96;67,13;92,92;100,0
2022;11;Suecia;Andalucía;Sevilla;100,0;89,41;100,0;100,0
2022;11;Total;Andalucía;Sevilla;88,9;64,12;89,63;91,29
2022;12;Alemania;Andalucía;Sevilla;84,57;66,81;100,0;100,0
2022;12;Dinamarca;Andalucía;Sevilla;86,49;66,81;100,0;100,0
2022;12;España;Andalucía;Sevilla;79,7;57,67;87,42;87,51
2022;12;Estados Unidos de América;Andalucía;Sevilla;95,59;71,98;95,95;87,92
2022;12;Francia;Andalucía;Sevilla;65,34;62,65;78,66;68,22
2022;12;Italia;Andalucía;Sevilla;82,33;46,51;84,17;100,0
2022;12;Noruega;Andalucía;Sevilla;98,45;65,8;100,0;100,0
2022;12;Portugal;Andalucía;Sevilla;89,27;73,67;100,0;100,0
2022;12;Reino Unido;Andalucía;Sevilla;84,79;53,88;92,37;88,64
2022;12;Suecia;Andalucía;Sevilla;;;100,0;100,0
2022;12;Total;Andalucía;Sevilla;90,11;71,99;93,5;82,74
2023;1;Alemania;Andalucía;Sevilla;83,05;73,9;100,0;100,0
2023;1;Dinamarca;Andalucía;Sevilla;97,74;74,34;100,0;100,0
2023;1;España;Andalucía;Sevilla;78,63;52,26;76,7;92,59
2023;1;Estados Unidos de América;Andalucía;Sevilla;95,95;73,84;91,35;100,0
2023;1;Francia;Andalucía;Sevilla;84,21;72,35;80,71;92,82
2023;1;Italia;Andalucía;Sevilla;94,37;77,94;80,93;100,0
2023;1;Noruega;Andalucía;Sevilla;98,3;65,8;100,0;100,0
2023;1;Portugal;Andalucía;Sevilla;94,17;73,95;100,0;100,0
2023;1;Reino Unido;Andalucía;Sevilla;91,77;65,23;92,72;89,16
2023;1;Suecia;Andalucía;Sevilla;100,0;65,8;100,0;100,0
2023;1;Total;Andalucía;Sevilla;91,93;65,67;90,15;93,14
2023;2;Alemania;Andalucía;Sevilla;78,7;72,31;100,0;100,0
2023;2;Dinamarca;Andalucía;Sevilla;62,47;;100,0;100,0
2023;2;España;Andalucía;Sevilla;78,23;56,02;83,25;93,92
2023;2;Estados Unidos de América;Andalucía;Sevilla;89,65;59,74;87,22;93,65
2023;2;Francia;Andalucía;Sevilla;82,55;63,66;100,0;82,99
2023;2;Italia;Andalucía;Sevilla;72,73;21,17;73,77;100,0
2023;2;Noruega;Andalucía;Sevilla;;;100,0;100,0
2023;2;Portugal;Andalucía;Sevilla;78,59;74,2;100,0;100,0
2023;2;Reino Unido;Andalucía;Sevilla;99,46;70,86;92,44;88,74
2023;2;Suecia;Andalucía;Sevilla;79,22;65,8;100,0;100,0
2023;2;Total;Andalucía;Sevilla;88,99;66,45;91,55;93,31
2023;3;Alemania;Andalucía;Sevilla;66,82;44,44;83,54;100,0
2023;3;Dinamarca;Andalucía;Sevilla;82,94;65,8;100,0;100,0
2023;3;España;Andalucía;Sevilla;75,18;44,89;83,83;93,9
2023;3;Estados Unidos de América;Andalucía;Sevilla;96,51;71,75;100,0;100,0
2023;3;Francia;Andalucía;Sevilla;70,97;37,14;84,17;100,0
2023;3;Italia;Andalucía;Sevilla;78,56;66,53;55,24;100,0
2023;3;Noruega;Andalucía;Sevilla;91,47;65,8;100,0;100,0
2023;3;Portugal;Andalucía;Sevilla;85,52;80,18;100,0;100,0
2023;3;Reino Unido;Andalucía;Sevilla;92,47;68,65;87,98;96,42
2023;3;Suecia;Andalucía;Sevilla;93,9;65,85;100,0;100,0
2023;3;Total;Andalucía;Sevilla;87,97;64,82;92,27;92,31
2023;4;Alemania;Andalucía;Sevilla;74,55;65,85;100,0;100,0
2023;4;Dinamarca;Andalucía;Sevilla;99,88;65,85;100,0;100,0
2023;4;España;Andalucía;Sevilla;75,79;43,27;87,35;94,26
2023;4;Estados Unidos de América;Andalucía;Sevilla;89,37;56,72;92,89;94,7
2023;4;Francia;Andalucía;Sevilla;65,51;66,56;73,36;93,39
2023;4;Italia;Andalucía;Sevilla;84,99;61,05;100,0;100,0
2023;4;Noruega;Andalucía;Sevilla;94,97;65,8;100,0;100,0
2023;4;Portugal;Andalucía;Sevilla;62,43;46,7;100,0;100,0
2023;4;Reino Unido;Andalucía;Sevilla;79,5;74,97;70,55;84,34
2023;4;Suecia;Andalucía;Sevilla;95,38;77,6;100,0;100,0
2023;4;Total;Andalucía;Sevilla;86,97;66,36;91,38;94,62
2023;5;Alemania;Andalucía;Sevilla;78,86;65,64;100,0;100,0
2023;5;Dinamarca;Andalucía;Sevilla;77,59;65,8;100,0;100,0
2023;5;España;Andalucía;Sevilla;65,65;44,02;83,75;82,5
2023;5;Estados Unidos de América;Andalucía;Sevilla;70,62;35,8;79,43;81,62
2023;5;Francia;Andalucía;Sevilla;50,87;40,39;74,82;100,0
2023;5;Italia;Andalucía;Sevilla;83,26;61,75;85,78;100,0
2023;5;Noruega;Andalucía;Sevilla;94,13;65,8;100,0;100,0
2023;5;Portugal;Andalucía;Sevilla;83,37;73,95;100,0;100,0
2023;5;Reino Unido;Andalucía;Sevilla;84,94;70,82;75,71;95,98
2023;5;Suecia;Andalucía;Sevilla;;;100,0;100,0
2023;5;Total;Andalucía;Sevilla;83,48;65,28;92,16;89,05
2023;6;Alemania;Andalucía;Sevilla;90,49;69,35;100,0;100,0
2023;6;Dinamarca;Andalucía;Sevilla;80,26;74,11;100,0;100,0
2023;6;España;Andalucía;Sevilla;75,32;49,27;81,9;91,26
2023;6;Estados Unidos de América;Andalucía;Sevilla;87,37;51,0;96,27;100,0
2023;6;Francia;Andalucía;Sevilla;75,73;59,98;100,0;88,84
2023;6;Italia;Andalucía;Sevilla;92,6;72,27;100,0;100,0
2023;6;Noruega;Andalucía;Sevilla;79,86;65,8;100,0;100,0
2023;6;Portugal;Andalucía;Sevilla;64,13;11,82;100,0;100,0
2023;6;Reino Unido;Andalucía;Sevilla;79,98;49,54;78,06;91,83
2023;6;Suecia;Andalucía;Sevilla;87,63;65,8;100,0;100,0
2023;6;Total;Andalucía;Sevilla;90,33;65,36;91,98;90,86
2023;7;Alemania;Andalucía;Sevilla;69,18;32,9;100,0;100,0
2023;7;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2023;7;España;Andalucía;Sevilla;79,96;51,85;88,89;90,81
2023;7;Estados Unidos de América;Andalucía;Sevilla;99,42;73,93;100,0;100,0
2023;7;Francia;Andalucía;Sevilla;90,75;72,75;100,0;100,0
2023;7;Italia;Andalucía;Sevilla;95,74;50,89;100,0;100,0
2023;7;Noruega;Andalucía;Sevilla;;;100,0;100,0
2023;7;Portugal;Andalucía;Sevilla;;;100,0;100,0
2023;7;Reino Unido;Andalucía;Sevilla;94,99;61,21;100,0;100,0
2023;7;Suecia;Andalucía;Sevilla;;;100,0;100,0
2023;7;Total;Andalucía;Sevilla;96,88;68,25;94,3;94,56
2023;8;Alemania;Andalucía;Sevilla;;;100,0;100,0
2023;8;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2023;8;España;Andalucía;Sevilla;84,22;62,64;80,78;95,23
2023;8;Estados Unidos de América;Andalucía;Sevilla;80,91;59,17;100,0;100,0
2023;8;Francia;Andalucía;Sevilla;81,7;73,67;100,0;100,0
2023;8;Italia;Andalucía;Sevilla;93,87;67,32;100,0;100,0
2023;8;Noruega;Andalucía;Sevilla;;;100,0;100,0
2023;8;Portugal;Andalucía;Sevilla;;;100,0;100,0
2023;8;Reino Unido;Andalucía;Sevilla;94,15;65,8;100,0;100,0
2023;8;Suecia;Andalucía;Sevilla;;;100,0;100,0
2023;8;Total;Andalucía;Sevilla;95,42;69,16;95,48;94,91
2023;9;Alemania;Andalucía;Sevilla;86,87;67,0;100,0;100,0
2023;9;Dinamarca;Andalucía;Sevilla;86,24;65,8;100,0;100,0
2023;9;España;Andalucía;Sevilla;75,99;55,96;91,03;85,9
2023;9;Estados Unidos de América;Andalucía;Sevilla;76,25;33,26;84,17;100,0
2023;9;Francia;Andalucía;Sevilla;81,19;73,08;100,0;84,38
2023;9;Italia;Andalucía;Sevilla;92,91;65,8;100,0;100,0
2023;9;Noruega;Andalucía;Sevilla;;;100,0;100,0
2023;9;Portugal;Andalucía;Sevilla;88,39;74,06;100,0;100,0
2023;9;Reino Unido;Andalucía;Sevilla;89,03;74,47;73,77;90,23
2023;9;Suecia;Andalucía;Sevilla;;;100,0;100,0
2023;9;Total;Andalucía;Sevilla;88,49;66,87;94,3;90,11
2023;10;Alemania;Andalucía;Sevilla;85,8;81,67;100,0;100,0
2023;10;Dinamarca;Andalucía;Sevilla;100,0;89,41;100,0;100,0
2023;10;España;Andalucía;Sevilla;63,85;42,63;85,04;78,43
2023;10;Estados Unidos de América;Andalucía;Sevilla;89,06;65,53;90,3;78,32
2023;10;Francia;Andalucía;Sevilla;71,67;71,02;100,0;81,88
2023;10;Italia;Andalucía;Sevilla;96,87;75,5;100,0;100,0
2023;10;Noruega;Andalucía;Sevilla;;;100,0;100,0
2023;10;Portugal;Andalucía;Sevilla;72,25;63,07;100,0;100,0
2023;10;Reino Unido;Andalucía;Sevilla;84,73;65,13;90,75;79,34
2023;10;Suecia;Andalucía;Sevilla;71,58;65,8;100,0;100,0
2023;10;Total;Andalucía;Sevilla;82,66;61,79;91,18;83,05
2023;11;Alemania;Andalucía;Sevilla;64,05;47,4;100,0;100,0
2023;11;Dinamarca;Andalucía;Sevilla;98,5;65,8;100,0;100,0
2023;11;España;Andalucía;Sevilla;74,45;50,19;88,26;94,71
2023;11;Estados Unidos de América;Andalucía;Sevilla;94,13;79,94;88,45;100,0
2023;11;Francia;Andalucía;Sevilla;61,37;20,99;100,0;78,63
2023;11;Italia;Andalucía;Sevilla;96,83;76,0;100,0;100,0
2023;11;Noruega;Andalucía;Sevilla;81,26;65,8;100,0;100,0
2023;11;Portugal;Andalucía;Sevilla;81,09;77,6;100,0;100,0
2023;11;Reino Unido;Andalucía;Sevilla;84,16;71,67;84,12;92,11
2023;11;Suecia;Andalucía;Sevilla;82,35;69,75;100,0;100,0
2023;11;Total;Andalucía;Sevilla;83,95;63,98;91,35;90,87
2023;12;Alemania;Andalucía;Sevilla;74,01;72,16;100,0;100,0
2023;12;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2023;12;España;Andalucía;Sevilla;73,57;47,98;81,23;92,88
2023;12;Estados Unidos de América;Andalucía;Sevilla;84,98;62,36;88,34;91,32
2023;12;Francia;Andalucía;Sevilla;73,75;74,86;92,08;64,62
2023;12;Italia;Andalucía;Sevilla;82,74;65,42;100,0;100,0
2023;12;Noruega;Andalucía;Sevilla;;;100,0;100,0
2023;12;Portugal;Andalucía;Sevilla;85,93;74,2;100,0;100,0
2023;12;Reino Unido;Andalucía;Sevilla;80,97;57,65;85,34;100,0
2023;12;Suecia;Andalucía;Sevilla;;;100,0;100,0
2023;12;Total;Andalucía;Sevilla;88,17;68,81;91,29;93,46
2024;1;Alemania;Andalucía;Sevilla;58,67;18,65;100,0;100,0
2024;1;Dinamarca;Andalucía;Sevilla;92,82;89,41;100,0;100,0
2024;1;España;Andalucía;Sevilla;69,06;34,55;87,72;89,96
2024;1;Estados Unidos de América;Andalucía;Sevilla;76,0;45,48;94,25;91,44
2024;1;Francia;Andalucía;Sevilla;73,93;53,04;100,0;87,5
2024;1;Italia;Andalucía;Sevilla;67,04;55,38;68,33;100,0
2024;1;Noruega;Andalucía;Sevilla;84,99;65,8;100,0;100,0
2024;1;Portugal;Andalucía;Sevilla;88,08;89,41;100,0;100,0
2024;1;Reino Unido;Andalucía;Sevilla;71,86;35,06;90,2;100,0
2024;1;Suecia;Andalucía;Sevilla;66,23;;100,0;100,0
2024;1;Total;Andalucía;Sevilla;86,83;62,05;91,41;90,47
2024;2;Alemania;Andalucía;Sevilla;77,78;65,8;100,0;100,0
2024;2;Dinamarca;Andalucía;Sevilla;86,71;65,8;100,0;100,0
2024;2;España;Andalucía;Sevilla;75,12;47,47;88,74;86,96
2024;2;Estados Unidos de América;Andalucía;Sevilla;93,77;71,51;93,34;100,0
2024;2;Francia;Andalucía;Sevilla;73,89;72,6;84,17;76,42
2024;2;Italia;Andalucía;Sevilla;75,36;61,28;71,55;78,81
2024;2;Noruega;Andalucía;Sevilla;;;100,0;100,0
2024;2;Portugal;Andalucía;Sevilla;80,6;77,6;100,0;100,0
2024;2;Reino Unido;Andalucía;Sevilla;91,23;72,2;91,89;87,92
2024;2;Suecia;Andalucía;Sevilla;88,71;77,77;100,0;100,0
2024;2;Total;Andalucía;Sevilla;86,55;62,86;91,84;87,22
2024;3;Alemania;Andalucía;Sevilla;80,81;65,57;100,0;100,0
2024;3;Dinamarca;Andalucía;Sevilla;99,18;65,8;100,0;100,0
2024;3;España;Andalucía;Sevilla;62,87;40,39;84,43;60,8
2024;3;Estados Unidos de América;Andalucía;Sevilla;83,06;46,07;95,98;82,06
2024;3;Francia;Andalucía;Sevilla;58,86;15,75;92,08;64,62
2024;3;Italia;Andalucía;Sevilla;69,55;16,52;100,0;100,0
2024;3;Noruega;Andalucía;Sevilla;81,46;65,8;100,0;100,0
2024;3;Portugal;Andalucía;Sevilla;80,15;65,24;100,0;100,0
2024;3;Reino Unido;Andalucía;Sevilla;87,29;62,48;88,61;77,38
2024;3;Suecia;Andalucía;Sevilla;89,31;65,8;100,0;100,0
2024;3;Total;Andalucía;Sevilla;80,78;61,59;89,33;72,89
2024;4;Alemania;Andalucía;Sevilla;70,4;56,17;100,0;100,0
2024;4;Dinamarca;Andalucía;Sevilla;74,56;65,8;100,0;100,0
2024;4;España;Andalucía;Sevilla;68,66;35,85;86,86;93,76
2024;4;Estados Unidos de América;Andalucía;Sevilla;84,36;62,54;95,54;100,0
2024;4;Francia;Andalucía;Sevilla;62,3;72,69;74,76;81,2
2024;4;Italia;Andalucía;Sevilla;62,16;32,95;100,0;76,42
2024;4;Noruega;Andalucía;Sevilla;82,73;65,8;100,0;100,0
2024;4;Portugal;Andalucía;Sevilla;74,18;54,38;100,0;100,0
2024;4;Reino Unido;Andalucía;Sevilla;80,44;67,12;78,93;89,54
2024;4;Suecia;Andalucía;Sevilla;;;100,0;100,0
2024;4;Total;Andalucía;Sevilla;81,69;62,61;91,42;90,39
2024;5;Alemania;Andalucía;Sevilla;66,2;34,7;100,0;100,0
2024;5;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2024;5;España;Andalucía;Sevilla;75,86;51,24;86,11;94,09
2024;5;Estados Unidos de América;Andalucía;Sevilla;87,73;67,14;89,77;100,0
2024;5;Francia;Andalucía;Sevilla;55,25;32,13;67,72;100,0
2024;5;Italia;Andalucía;Sevilla;78,27;62,59;69,48;100,0
2024;5;Noruega;Andalucía;Sevilla;76,16;65,8;100,0;100,0
2024;5;Portugal;Andalucía;Sevilla;82,35;76,1;100,0;100,0
2024;5;Reino Unido;Andalucía;Sevilla;88,06;76,04;86,19;84,57
2024;5;Suecia;Andalucía;Sevilla;;;100,0;100,0
2024;5;Total;Andalucía;Sevilla;87,21;66,61;92,69;94,28
2024;6;Alemania;Andalucía;Sevilla;83,43;70,34;100,0;100,0
2024;6;Dinamarca;Andalucía;Sevilla;100,0;89,41;100,0;100,0
2024;6;España;Andalucía;Sevilla;77,2;58,93;82,65;88,11
2024;6;Estados Unidos de América;Andalucía;Sevilla;81,64;66,13;80,02;88,1
2024;6;Francia;Andalucía;Sevilla;71,11;46,08;86,24;59,02
2024;6;Italia;Andalucía;Sevilla;92,05;74,51;100,0;100,0
2024;6;Noruega;Andalucía;Sevilla;95,82;65,8;100,0;100,0
2024;6;Portugal;Andalucía;Sevilla;94,81;77,91;100,0;100,0
2024;6;Reino Unido;Andalucía;Sevilla;87,13;53,54;91,17;93,42
2024;6;Suecia;Andalucía;Sevilla;;;100,0;100,0
2024;6;Total;Andalucía;Sevilla;88,33;62,84;91,33;90,1
2024;7;Alemania;Andalucía;Sevilla;79,82;61,26;100,0;100,0
2024;7;Dinamarca;Andalucía;Sevilla;;;100,0;100,0
2024;7;España;Andalucía;Sevilla;80,03;43,66;89,01;97,27
2024;7;Estados Unidos de América;Andalucía;Sevilla;78,78;61,12;58,39;89,67
2024;7;Francia;Andalucía;Sevilla;87,75;62,54;100,0;100,0
